allAgeRed,youngAgeRed,midAgeRed,oldAgeRed,veryOldAgeRed,extremelyOldAgeRed,allAgeWhite,youngAgeWhite,midAgeWhite,oldAgeWhite,veryOldAgeWhite,extremelyOldAgeWhite
35.92,30.81,37.09,36.55,302.5,37.18,23.39,20.91,23.31,27.18,198.75,37.18
